,date,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,crime_desc,Status,Status Desc,LOCATION,Cross Street,lonlat,rape,lon,lat
28102,2015-10-16,151201129,10/15/2015 12:00:00 AM,2300,12,77th Street,1219,121,"RAPE, FORCIBLE",IC,Invest Cont, 5700 S  FIGUEROA                     ST,,"33.9906, -118.2827",1,33.9906, -118.2827
28228,2015-10-17,151519997,10/15/2015 12:00:00 AM,2200,15,N Hollywood,1501,121,"RAPE, FORCIBLE",IC,Invest Cont,         BURBANK,   COLFAX,"34.1722, -118.3877",1,34.1722, -118.3877
28741,2015-11-15,150817551,10/14/2015 12:00:00 AM,1830,8,West LA,819,121,"RAPE, FORCIBLE",IC,Invest Cont,10200    CHARING CROSS                RD,,"34.0794, -118.4299",1,34.0794, -118.4299
28906,2015-10-14,151319633,10/14/2015 12:00:00 AM,1100,13,Newton,1321,122,"RAPE, ATTEMPTED",AA,Adult Arrest, 2000 S  OLIVE                        ST,,"34.0313, -118.2682",1,34.0313, -118.2682
29421,2015-10-13,150901429,10/13/2015 12:00:00 AM,2030,9,Van Nuys,904,121,"RAPE, FORCIBLE",AA,Adult Arrest,15100    SHERMAN                      WY,,"34.2012, -118.4618",1,34.2012, -118.4618
29538,2015-10-13,151223542,10/13/2015 12:00:00 AM,1,12,77th Street,1273,121,"RAPE, FORCIBLE",IC,Invest Cont,         87TH                         ST,   WESTERN                      AV,"33.9591, -118.3090",1,33.9591, -118.3090
29548,2015-10-14,151223585,10/13/2015 12:00:00 AM,2200,12,77th Street,1265,121,"RAPE, FORCIBLE",IC,Invest Cont, 1500 W  84TH                         PL,,"33.9618, -118.3025",1,33.9618, -118.3025
29794,2015-10-13,152017494,10/13/2015 12:00:00 AM,830,20,Olympic,2005,121,"RAPE, FORCIBLE",AA,Adult Arrest,  600 N  KINGSLEY                     DR,,"34.0822, -118.3034",1,34.0822, -118.3034
29795,2015-10-13,152017496,10/13/2015 12:00:00 AM,430,20,Olympic,2053,121,"RAPE, FORCIBLE",IC,Invest Cont,      N  HOBART,   OLYMPIC,"34.0526, -118.3052",1,34.0526, -118.3052
29906,2015-10-13,150322355,10/12/2015 12:00:00 AM,100,3,Southwest,328,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 W  28TH                         ST,,"34.0261, -118.2773",1,34.0261, -118.2773
30289,2015-11-05,151320759,10/12/2015 12:00:00 AM,1200,13,Newton,1307,121,"RAPE, FORCIBLE",IC,Invest Cont,  700    TOWNE                        AV,,"34.0396, -118.2451",1,34.0396, -118.2451
30299,2015-10-13,151426401,10/12/2015 12:00:00 AM,230,14,Pacific,1437,121,"RAPE, FORCIBLE",IC,Invest Cont, 3700 S  SEPULVEDA                    BL,,"34.0149, -118.4188",1,34.0149, -118.4188
30423,2015-10-13,151718134,10/12/2015 12:00:00 AM,1800,17,Devonshire,1761,121,"RAPE, FORCIBLE",IC,Invest Cont, 9300    VALLEY CIRCLE                BL,,"34.2403, -118.6273",1,34.2403, -118.6273
30555,2015-10-13,152117163,10/12/2015 12:00:00 AM,1300,21,Topanga,2155,121,"RAPE, FORCIBLE",IC,Invest Cont,         TOPANGA CANYON               BL,   OXNARD                       ST,"34.1792, -118.6059",1,34.1792, -118.6059
30597,2015-10-13,150122923,10/11/2015 12:00:00 AM,300,1,Central,158,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH                          ST,   CENTRAL,"34.0364, -118.2406",1,34.0364, -118.2406
30645,2015-10-11,150322291,10/11/2015 12:00:00 AM,800,3,Southwest,338,122,"RAPE, ATTEMPTED",AO,Adult Other, 1100 W  30TH                         ST,,"34.0274, -118.2867",1,34.0274, -118.2867
30754,2015-10-11,150621861,10/11/2015 12:00:00 AM,1000,6,Hollywood,638,122,"RAPE, ATTEMPTED",IC,Invest Cont, 1700 N  WESTERN                      AV,,"34.1017, -118.3093",1,34.1017, -118.3093
30827,2015-10-14,150816226,10/11/2015 12:00:00 AM,2000,8,West LA,823,121,"RAPE, FORCIBLE",IC,Invest Cont,         PACIFIC COAST                HY,   TEMESCAL CAN,"0.0000, 0.0000",1,0.0000, 0.0000
30930,2015-10-12,151201113,10/11/2015 12:00:00 AM,300,12,77th Street,1239,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 W  60TH                         PL,,"33.9850, -118.2937",1,33.9850, -118.2937
31306,2015-10-17,150201075,10/10/2015 12:00:00 AM,200,2,Rampart,218,121,"RAPE, FORCIBLE",IC,Invest Cont,         DOUGLAS                      ST,   ALLISON                      AV,"34.0742, -118.2519",1,34.0742, -118.2519
31914,2015-10-11,151818730,10/10/2015 12:00:00 AM,1500,18,Southeast,1849,121,"RAPE, FORCIBLE",IC,Invest Cont, 1900 E  113TH                        ST,,"33.9325, -118.2390",1,33.9325, -118.2390
32121,2015-10-10,150322081,10/09/2015 12:00:00 AM,230,3,Southwest,328,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 W  28TH                         ST,,"34.0261, -118.2773",1,34.0261, -118.2773
32280,2015-10-17,150622188,10/09/2015 12:00:00 AM,1600,6,Hollywood,636,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700    WHITLEY                      AV,,"34.1016, -118.3333",1,34.1016, -118.3333
32286,2015-10-10,150715730,10/09/2015 12:00:00 AM,2250,7,Wilshire,769,121,"RAPE, FORCIBLE",IC,Invest Cont, 1300    4TH                          AV,,"34.0473, -118.3213",1,34.0473, -118.3213
32378,2015-10-11,150918062,10/09/2015 12:00:00 AM,1300,9,Van Nuys,904,121,"RAPE, FORCIBLE",AA,Adult Arrest,15200    SHERMAN                      WY,,"34.2012, -118.4640",1,34.2012, -118.4640
32487,2015-10-10,151223361,10/09/2015 12:00:00 AM,1200,12,77th Street,1249,121,"RAPE, FORCIBLE",IC,Invest Cont,         67TH                         ST,   FLOWER                       ST,"33.9790, -118.2813",1,33.9790, -118.2813
32584,2015-10-10,151501005,10/09/2015 12:00:00 AM,2000,15,N Hollywood,1547,121,"RAPE, FORCIBLE",IC,Invest Cont,11500    BURBANK                      BL,,"34.1722, -118.3822",1,34.1722, -118.3822
32762,2015-10-09,152017309,10/09/2015 12:00:00 AM,510,20,Olympic,2055,122,"RAPE, ATTEMPTED",AA,Adult Arrest,         11TH                         ST,   MARIPOSA                     AV,"34.0509, -118.2989",1,34.0509, -118.2989
32848,2015-10-08,150122594,10/08/2015 12:00:00 AM,400,1,Central,138,121,"RAPE, FORCIBLE",IC,Invest Cont,  200    BOYD                         ST,,"34.0478, -118.2454",1,34.0478, -118.2454
32874,2015-11-19,150125742,10/08/2015 12:00:00 AM,800,1,Central,119,121,"RAPE, FORCIBLE",IC,Invest Cont,  500    RAMIREZ                      ST,,"34.0552, -118.2322",1,34.0552, -118.2322
32893,2015-10-08,150219154,10/08/2015 12:00:00 AM,1950,2,Rampart,257,122,"RAPE, ATTEMPTED",AO,Adult Other,  400    UNION                        DR,,"34.0592, -118.2674",1,34.0592, -118.2674
33047,2015-10-08,150621671,10/08/2015 12:00:00 AM,400,6,Hollywood,648,122,"RAPE, ATTEMPTED",IC,Invest Cont, 5400 W  SUNSET                       BL,,"34.0981, -118.3071",1,34.0981, -118.3071
33119,2015-10-08,150917878,10/08/2015 12:00:00 AM,30,9,Van Nuys,904,121,"RAPE, FORCIBLE",IC,Invest Cont, 7500 N  SEPULVEDA                    BL,,"34.2066, -118.4662",1,34.2066, -118.4662
33211,2015-10-11,151118148,10/08/2015 12:00:00 AM,1200,11,Northeast,1102,121,"RAPE, FORCIBLE",IC,Invest Cont, 3100    LOS FELIZ                    BL,,"34.1245, -118.2666",1,34.1245, -118.2666
33520,2015-10-12,151919752,10/08/2015 12:00:00 AM,2200,19,Mission,1961,121,"RAPE, FORCIBLE",IC,Invest Cont, 9100    SEPULVEDA                    BL,,"34.2355, -118.4676",1,34.2355, -118.4676
33631,2015-10-07,150219088,10/07/2015 12:00:00 AM,830,2,Rampart,248,121,"RAPE, FORCIBLE",IC,Invest Cont,  300    LOMA                         DR,,"34.0599, -118.2655",1,34.0599, -118.2655
33650,2015-10-07,150321957,10/07/2015 12:00:00 AM,1100,3,Southwest,318,121,"RAPE, FORCIBLE",IC,Invest Cont, 1300 W  24TH                         ST,,"34.0344, -118.2890",1,34.0344, -118.2890
33837,2015-10-07,150917880,10/07/2015 12:00:00 AM,1955,9,Van Nuys,937,121,"RAPE, FORCIBLE",AA,Adult Arrest, 6300    WOODMAN                      AV,,"34.1849, -118.4312",1,34.1849, -118.4312
33990,2015-10-09,151319322,10/07/2015 12:00:00 AM,200,13,Newton,1341,121,"RAPE, FORCIBLE",IC,Invest Cont,         BROADWAY                     PL,   39TH                         ST,"34.0121, -118.2768",1,34.0121, -118.2768
34427,2015-10-06,150516245,10/06/2015 12:00:00 AM,1100,5,Harbor,563,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 W  13TH                         ST,,"33.7324, -118.2902",1,33.7324, -118.2902
35702,2015-10-05,150218949,10/04/2015 12:00:00 AM,330,2,Rampart,219,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100    SUNVUE                       PL,,"34.0658, -118.2503",1,34.0658, -118.2503
35877,2015-10-07,150715664,10/04/2015 12:00:00 AM,200,7,Wilshire,782,122,"RAPE, ATTEMPTED",IC,Invest Cont, 1900    CLYDE                        AV,,"34.0416, -118.3639",1,34.0416, -118.3639
36311,2015-10-03,150101435,10/03/2015 12:00:00 AM,1900,1,Central,159,121,"RAPE, FORCIBLE",IC,Invest Cont, 1200 E  6TH                          ST,,"34.0382, -118.2384",1,34.0382, -118.2384
36544,2015-10-03,150715522,10/03/2015 12:00:00 AM,10,7,Wilshire,734,121,"RAPE, FORCIBLE",IC,Invest Cont,  500 S  OGDEN                        DR,,"34.0667, -118.3604",1,34.0667, -118.3604
36626,2015-10-09,150918849,10/03/2015 12:00:00 AM,200,9,Van Nuys,909,121,"RAPE, FORCIBLE",IC,Invest Cont,         WOODMAN                      AV,   SHERMAN                      WY,"34.2012, -118.4313",1,34.2012, -118.4313
36907,2015-10-03,151700874,10/03/2015 12:00:00 AM,2035,17,Devonshire,1767,121,"RAPE, FORCIBLE",IC,Invest Cont,18500    PLUMMER                      ST,,"34.2428, -118.5361",1,34.2428, -118.5361
37063,2015-10-08,152100890,10/03/2015 12:00:00 AM,1700,21,Topanga,2146,121,"RAPE, FORCIBLE",IC,Invest Cont, 6900    MILWOOD                      AV,,"34.1956, -118.5943",1,34.1956, -118.5943
37294,2015-10-02,150601131,10/02/2015 12:00:00 AM,230,6,Hollywood,659,121,"RAPE, FORCIBLE",IC,Invest Cont,         FOUNTAIN,   HARVARD                      BL,"34.0951, -118.3036",1,34.0951, -118.3036
37979,2015-10-01,150516026,10/01/2015 12:00:00 AM,930,5,Harbor,529,121,"RAPE, FORCIBLE",AA,Adult Arrest,  300    BANNING                      BL,,"33.7730, -118.2567",1,33.7730, -118.2567
38451,2015-10-05,151818469,10/01/2015 12:00:00 AM,2230,18,Southeast,1829,121,"RAPE, FORCIBLE",IC,Invest Cont, 2000 E  99TH                         PL,,"33.9471, -118.2367",1,33.9471, -118.2367
38626,2015-10-02,150201048,09/30/2015 12:00:00 AM,2140,2,Rampart,221,121,"RAPE, FORCIBLE",AA,Adult Arrest,         BEVERLY                      BL,   KENMORE                      AV,"34.0763, -118.2966",1,34.0763, -118.2966
39131,2015-09-30,151716749,09/30/2015 12:00:00 AM,100,17,Devonshire,1754,121,"RAPE, FORCIBLE",IC,Invest Cont,18600    VINTAGE                      ST,,"34.2510, -118.5395",1,34.2510, -118.5395
39265,2015-10-01,152016951,09/30/2015 12:00:00 AM,1100,20,Olympic,2005,121,"RAPE, FORCIBLE",AA,Adult Arrest,  300 N  ARDMORE                      AV,,"34.0763, -118.3023",1,34.0763, -118.3023
39402,2015-09-29,150415063,09/29/2015 12:00:00 AM,45,4,Hollenbeck,461,122,"RAPE, ATTEMPTED",IC,Invest Cont,         1ST                          ST,   PERCY                        ST,"0.0000, 0.0000",1,0.0000, 0.0000
39517,2015-09-29,150815491,09/29/2015 12:00:00 AM,500,8,West LA,833,121,"RAPE, FORCIBLE",AO,Adult Other, 1300    VETERAN                      AV,,"34.0561, -118.4463",1,34.0561, -118.4463
39557,2015-09-29,150901385,09/29/2015 12:00:00 AM,2030,9,Van Nuys,906,121,"RAPE, FORCIBLE",AO,Adult Other,         SEPULVEDA                    BL,   WYANDOTTE                    ST,"34.2030, -118.4662",1,34.2030, -118.4662
39891,2015-09-30,151818222,09/29/2015 12:00:00 AM,1830,18,Southeast,1822,121,"RAPE, FORCIBLE",AO,Adult Other,10300 S  BROADWAY,,"33.9428, -118.2781",1,33.9428, -118.2781
40114,2015-09-29,150321429,09/28/2015 12:00:00 AM,100,3,Southwest,359,121,"RAPE, FORCIBLE",IC,Invest Cont,         FLOWER                       ST,   FIGUEROA                     ST,"34.0158, -118.2828",1,34.0158, -118.2828
40422,2015-09-30,151222709,09/28/2015 12:00:00 AM,1030,12,77th Street,1243,121,"RAPE, FORCIBLE",IC,Invest Cont,         62ND,   HOBART,"33.9833, -118.3078",1,33.9833, -118.3078
40484,2015-09-29,151425551,09/28/2015 12:00:00 AM,1430,14,Pacific,1414,121,"RAPE, FORCIBLE",JA,Juv Arrest,  800    BROADWAY                     AV,,"33.9969, -118.4640",1,33.9969, -118.4640
40529,2015-10-16,151519951,09/28/2015 12:00:00 AM,500,15,N Hollywood,1555,121,"RAPE, FORCIBLE",IC,Invest Cont, 5000    KLUMP                        AV,,"34.1608, -118.3757",1,34.1608, -118.3757
40658,2015-09-28,152000702,09/28/2015 12:00:00 AM,930,20,Olympic,2019,121,"RAPE, FORCIBLE",IC,Invest Cont,         1ST                          ST,   COMMONWEALTH,"34.0735, -118.2856",1,34.0735, -118.2856
40829,2015-09-27,150401211,09/27/2015 12:00:00 AM,500,4,Hollenbeck,424,121,"RAPE, FORCIBLE",IC,Invest Cont, 3500    VALLEY                       BL,,"34.0655, -118.2022",1,34.0655, -118.2022
40912,2015-09-27,150601125,09/27/2015 12:00:00 AM,145,6,Hollywood,646,121,"RAPE, FORCIBLE",IC,Invest Cont, 1500    VINE                         ST,,"34.0980, -118.3267",1,34.0980, -118.3267
41245,2015-10-04,151519283,09/27/2015 12:00:00 AM,100,15,N Hollywood,1503,121,"RAPE, FORCIBLE",IC,Invest Cont,         LAUREL CANYON                BL,   HART                         ST,"34.1976, -118.3965",1,34.1976, -118.3965
41292,2015-09-29,151716684,09/27/2015 12:00:00 AM,100,17,Devonshire,1761,121,"RAPE, FORCIBLE",IC,Invest Cont,21900    LASSEN                       ST,,"34.2500, -118.6050",1,34.2500, -118.6050
41369,2015-09-28,152016795,09/27/2015 12:00:00 AM,2100,20,Olympic,2034,121,"RAPE, FORCIBLE",IC,Invest Cont,  700 S  NORMANDIE                    AV,,"34.0598, -118.2998",1,34.0598, -118.2998
41411,2015-10-02,152116556,09/27/2015 12:00:00 AM,2100,21,Topanga,2158,121,"RAPE, FORCIBLE",IC,Invest Cont,21300    ERWIN                        ST,,"34.1829, -118.5959",1,34.1829, -118.5959
41445,2015-09-30,150121965,09/26/2015 12:00:00 AM,2100,1,Central,155,121,"RAPE, FORCIBLE",AO,Adult Other,         5TH                          ST,   LOS ANGELES                  ST,"34.0454, -118.2466",1,34.0454, -118.2466
41469,2015-09-27,150218562,09/26/2015 12:00:00 AM,2100,2,Rampart,245,121,"RAPE, FORCIBLE",IC,Invest Cont,         6TH                          ST,   ALVARADO,"34.0596, -118.2749",1,34.0596, -118.2749
41501,2015-09-27,150321234,09/26/2015 12:00:00 AM,1530,3,Southwest,328,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 W  28TH                         ST,,"34.0261, -118.2773",1,34.0261, -118.2773
41850,2015-09-26,151300749,09/26/2015 12:00:00 AM,1900,13,Newton,1375,121,"RAPE, FORCIBLE",IC,Invest Cont,         58TH                         ST,   CENTRAL                      AV,"33.9902, -118.2564",1,33.9902, -118.2564
42164,2015-09-27,152116268,09/26/2015 12:00:00 AM,900,21,Topanga,2128,121,"RAPE, FORCIBLE",AO,Adult Other,20300    SATICOY                      ST,,"34.2083, -118.5754",1,34.2083, -118.5754
42225,2015-09-25,150201035,09/25/2015 12:00:00 AM,150,2,Rampart,204,121,"RAPE, FORCIBLE",IC,Invest Cont, 3400 W  SUNSET                       BL,,"34.0875, -118.2758",1,34.0875, -118.2758
42637,2015-09-25,151318587,09/25/2015 12:00:00 AM,330,13,Newton,1377,121,"RAPE, FORCIBLE",IC,Invest Cont,         ALAMEDA,   55TH                         ST,"33.9930, -118.2383",1,33.9930, -118.2383
43143,2015-09-24,150620718,09/24/2015 12:00:00 AM,1200,6,Hollywood,645,121,"RAPE, FORCIBLE",IC,Invest Cont, 7000    FRANKLIN                     AV,,"34.1041, -118.3417",1,34.1041, -118.3417
43484,2015-10-12,151519770,09/24/2015 12:00:00 AM,100,15,N Hollywood,1591,121,"RAPE, FORCIBLE",AO,Adult Other,11700    BROOKDALE                    LN,,"34.1264, -118.3892",1,34.1264, -118.3892
43703,2015-09-25,152116165,09/24/2015 12:00:00 AM,2200,21,Topanga,2132,121,"RAPE, FORCIBLE",IC,Invest Cont, 7200    DARNOCH                      WY,,"34.2019, -118.6451",1,34.2019, -118.6451
43756,2015-09-23,150218357,09/23/2015 12:00:00 AM,615,2,Rampart,256,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 S  BURLINGTON                   AV,,"34.0580, -118.2715",1,34.0580, -118.2715
43904,2015-09-25,150620742,09/23/2015 12:00:00 AM,1330,6,Hollywood,647,121,"RAPE, FORCIBLE",JO,Juv Other,         GORDON                       ST,   CARLTON                      WY,"34.1005, -118.3196",1,34.1005, -118.3196
43936,2015-11-09,150716936,09/23/2015 12:00:00 AM,237,7,Wilshire,782,121,"RAPE, FORCIBLE",IC,Invest Cont, 5900    VENICE                       BL,,"34.0398, -118.3697",1,34.0398, -118.3697
44993,2015-10-01,151801243,09/22/2015 12:00:00 AM,1112,18,Southeast,1802,121,"RAPE, FORCIBLE",IC,Invest Cont,         FIGUEROA                     ST,   92ND                         ST,"33.9528, -118.2827",1,33.9528, -118.2827
45369,2015-09-22,150815271,09/21/2015 12:00:00 AM,300,8,West LA,882,121,"RAPE, FORCIBLE",IC,Invest Cont,         COLBY                        AV,   OLYMPIC                      BL,"34.0360, -118.4450",1,34.0360, -118.4450
45413,2015-11-03,150919277,09/21/2015 12:00:00 AM,100,9,Van Nuys,948,121,"RAPE, FORCIBLE",IC,Invest Cont,13400    CUMPSTON                     ST,,"34.1696, -118.4252",1,34.1696, -118.4252
45588,2015-09-21,151518660,09/21/2015 12:00:00 AM,900,15,N Hollywood,1543,121,"RAPE, FORCIBLE",IC,Invest Cont, 5400    HERMITAGE                    AV,,"34.1687, -118.4003",1,34.1687, -118.4003
45712,2015-09-22,151817734,09/21/2015 12:00:00 AM,2330,18,Southeast,1802,121,"RAPE, FORCIBLE",IC,Invest Cont,         BROADWAY,   92ND                         ST,"33.9528, -118.2782",1,33.9528, -118.2782
45884,2015-09-20,150301107,09/20/2015 12:00:00 AM,1,3,Southwest,335,121,"RAPE, FORCIBLE",IC,Invest Cont,      W  JEFFERSON                    BL,   10TH                         AV,"34.0256, -118.3282",1,34.0256, -118.3282
46168,2015-09-21,151117225,09/20/2015 12:00:00 AM,1600,11,Northeast,1137,121,"RAPE, FORCIBLE",IC,Invest Cont, 5300    MONTE VISTA                  ST,,"34.1092, -118.1998",1,34.1092, -118.1998
46268,2015-09-20,151424795,09/20/2015 12:00:00 AM,330,14,Pacific,1412,122,"RAPE, ATTEMPTED",IC,Invest Cont,   00    WAVECREST                    CT,,"0.0000, 0.0000",1,0.0000, 0.0000
46650,2015-09-22,150320895,09/19/2015 12:00:00 AM,2200,3,Southwest,327,121,"RAPE, FORCIBLE",IC,Invest Cont,         HOOVER                       ST,W  29TH                         ST,"34.0284, -118.2840",1,34.0284, -118.2840
46740,2015-09-21,150620552,09/19/2015 12:00:00 AM,130,6,Hollywood,646,121,"RAPE, FORCIBLE",IC,Invest Cont, 6500 W  SUNSET                       BL,,"34.0980, -118.3314",1,34.0980, -118.3314
46777,2015-09-19,150801396,09/19/2015 12:00:00 AM,200,8,West LA,848,121,"RAPE, FORCIBLE",IC,Invest Cont, 2100    AVENUE OF THE STARS,,"34.0565, -118.4138",1,34.0565, -118.4138
47159,2015-09-23,151900988,09/19/2015 12:00:00 AM,2030,19,Mission,1999,121,"RAPE, FORCIBLE",IC,Invest Cont,13500    SATICOY                      ST,,"34.2091, -118.4267",1,34.2091, -118.4267
47639,2015-09-18,151117141,09/18/2015 12:00:00 AM,2115,11,Northeast,1137,121,"RAPE, FORCIBLE",IC,Invest Cont,         AVENUE 52,   ASH                          ST,"0.0000, 0.0000",1,0.0000, 0.0000
48653,2015-09-17,151817411,09/17/2015 12:00:00 AM,305,18,Southeast,1846,121,"RAPE, FORCIBLE",IC,Invest Cont, 1200 E  115TH                        ST,,"33.9303, -118.2532",1,33.9303, -118.2532
48972,2015-09-16,150620252,09/16/2015 12:00:00 AM,2100,6,Hollywood,615,122,"RAPE, ATTEMPTED",IC,Invest Cont,         LARCH                        LN,   VENTURA                      FY,"0.0000, 0.0000",1,0.0000, 0.0000
48983,2015-09-22,150620686,09/16/2015 12:00:00 AM,2100,6,Hollywood,636,121,"RAPE, FORCIBLE",IC,Invest Cont, 6500    YUCCA                        ST,,"34.1039, -118.3311",1,34.1039, -118.3311
49460,2015-09-16,152115750,09/16/2015 12:00:00 AM,1300,21,Topanga,2149,122,"RAPE, ATTEMPTED",AO,Adult Other, 6900    QUAKERTOWN                   AV,,"34.1957, -118.5699",1,34.1957, -118.5699
49494,2015-09-15,150120925,09/15/2015 12:00:00 AM,1,1,Central,148,121,"RAPE, FORCIBLE",IC,Invest Cont,         4TH,   TOWNE,"34.0439, -118.2399",1,34.0439, -118.2399
49647,2015-09-18,150601098,09/15/2015 12:00:00 AM,2300,6,Hollywood,622,121,"RAPE, FORCIBLE",IC,Invest Cont, 2200    NICHOLS CANYON               RD,,"34.1111, -118.3607",1,34.1111, -118.3607
50552,2015-09-15,151116920,09/14/2015 12:00:00 AM,2230,11,Northeast,1162,121,"RAPE, FORCIBLE",IC,Invest Cont,         FOUNTAIN                     AV,   VIRGIL                       AV,"34.0957, -118.2867",1,34.0957, -118.2867
50976,2015-09-14,150217850,09/13/2015 12:00:00 AM,1400,2,Rampart,256,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 S  BURLINGTON                   AV,,"34.0580, -118.2715",1,34.0580, -118.2715
51060,2015-09-13,150414422,09/13/2015 12:00:00 AM,420,4,Hollenbeck,477,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 S  SOTO                         ST,,"34.0344, -118.2157",1,34.0344, -118.2157
51103,2015-09-15,150515277,09/13/2015 12:00:00 AM,1730,5,Harbor,515,121,"RAPE, FORCIBLE",AO,Adult Other, 1400    MCDONALD                     AV,,"33.7907, -118.2719",1,33.7907, -118.2719
51281,2015-09-17,151117097,09/13/2015 12:00:00 AM,300,11,Northeast,1161,121,"RAPE, FORCIBLE",IC,Invest Cont, 1200 N  MARIPOSA                     AV,,"34.0931, -118.2994",1,34.0931, -118.2994
